Priority,Business Name,Type,phone_number,Rating,Reviews,Address,Maps Link,Website,Status,Roles Needed,Headcount,Next Follow-up,Notes
Logistics company,Fast Track international logistics,transportation_service,+919990261007,4.9,37,"C, Sheetla Mata mandir, 78, Aman Pura Wala Rd, Masani Village, Gurgaon Rural, Gurugram, Haryana 122001, India",https://maps.google.com/?cid=13909516093429851466&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://fastpackersmovers.in/,New,"Picker, Packer, Loader, Delivery Helper",,,
Logistics company,Vikas Logistics Private Limited,courier_service,+919810221772,5,24,"211, Central Arcade, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=11642595921644059320&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.vikaslogistics.in/,New,"Picker, Packer, Loader, Delivery Helper",,,
Logistics company,metro india logistics services Packers and movers,manufacturer,+919540067111,4.8,161,"Raj Mahal Garden, Plot No C-29, Gaushala Rd, near Kamdhenu Gaushala, Block H, Palam Vihar Extension, Gurugram, Haryana 122017, India",https://maps.google.com/?cid=13014109646711175871&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://metroindiapackersmovers.com/,New,"Picker, Packer, Loader, Delivery Helper",,,
Logistics company,Synergy Express Logistics Private Limited,service,+919650002228,3.8,4,"1A Ground Floor Vipul Agora Mg Road, next to Sahara Mall, Sector 28, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=15335807551099067781&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.synergy-express.com/,New,"Picker, Packer, Loader, Delivery Helper",,,
Logistics company,3T Logistics,shipping_service,+919811586103,4.4,54,"2316/23, Prem Nagar, Rajiv Nagar, Sector 13, Gurugram, Haryana 122007, India",https://maps.google.com/?cid=11044018027325201851&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.3tl.in/,New,"Picker, Packer, Loader, Delivery Helper",,,
Logistics company,Xtracare Logistics Pvt. Ltd.,shipping_service,+919999221851,4.2,16,"81, Moulsari Ave, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=24196804108459802&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://xclpl.com/,New,"Picker, Packer, Loader, Delivery Helper",,,
Logistics company,Safexpress Pvt. Ltd.,,+911800113113,3.9,247,"Plot No.28, Phase IV, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=5098639341905008927&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.safexpress.com/,New,"Picker, Packer, Loader, Delivery Helper",,,
Logistics company,DHL Express (India) Pvt. Ltd,courier_service,+918035469413,4.5,338,"No. 269, near Sloan India Pvt Ltd, Phase II, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=8266586594782631563&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://locations-in.express.dhl.com/courier-service-in-sector-20-gurugram-haryana/home,New,"Picker, Packer, Loader, Delivery Helper",,,
Logistics company,Maruti Trans Logistics (MTL),transportation_service,+917840888827,4.7,27,"Plot no.55 opposit Dav school, near, Atul Kataria Chowk, Cartarpuri Alias Daulatpur Nas, Om Vihar, Palam Vihar Extension, Gurugram, Haryana 122017, India",https://maps.google.com/?cid=16836737164155186003&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.marutitranslogistics.com/,New,"Picker, Packer, Loader, Delivery Helper",,,
Logistics company,Lifetime Logistics,transportation_service,+917065128165,4.4,50,"Om Vihar Phase-1 Rd, near Jeevan Udyan Park, ITM Enclave, Om Vihar, Sector 23A, Gurugram, Haryana 122017, India",https://maps.google.com/?cid=3704706342977618709&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.lifetimelogistics.in/,New,"Picker, Packer, Loader, Delivery Helper",,,
Logistics company,PM Relocations Pvt. Ltd.,,+911244551400,4.9,467,"Plot No. 370 Udyog Vihar Phase 4, Rao Gajraj Singh Marg, Electronic City, IDPL Twp, Sector 22A, Sector 18, Gurugram, Haryana 122022, India",https://maps.google.com/?cid=1026285726423525852&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.pmrelocations.com/,New,"Picker, Packer, Loader, Delivery Helper",,,
Logistics company,North South Logistics Ltd,transportation_service,+919350220322,4.2,5,"bike transport service delhi, 972934, Old Delhi Gurugram Rd, Om Vihar, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=16058425635007103191&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.nslogisticservice.com/,New,"Picker, Packer, Loader, Delivery Helper",,,
Logistics company,MS Logistics Packers & Movers,manufacturer,+918810384411,5,85,"H.No.2 B, Ph-3, G-Block, Ashok Vihar, Gurgaon Rural, Gurugram, Haryana 122017, India",https://maps.google.com/?cid=16315758686027192989&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.mslogisticsmoversandpackers.com/,New,"Picker, Packer, Loader, Delivery Helper",,,
Logistics company,Packers And Movers Gurgaon SN Logistic,corporate_office,+918396001880,4.7,42,"4, P-41, Mushedpur, DLF Phase 2, Sector 25, Gurugram, Shahpur, Haryana 122002, India",https://maps.google.com/?cid=17037784834080689311&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://snlogisticpackers.in/,New,"Picker, Packer, Loader, Delivery Helper",,,
Logistics company,Max Logistic Packers movers gurgaon,transportation_service,+918588065497,5,57,"T-20,Ground Floor, Galli Number 17, T Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=12767022059142024918&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.maxlogisticpackers.com/,New,"Picker, Packer, Loader, Delivery Helper",,,
Logistics company,Om Trans Logistics,manufacturer,+919667267088,4.5,16,"G346+79M, Cartarpuri Alias Daulatpur Nas, Phase3, Sector 22A, Sector 22, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=10149895164144486061&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.omtranslogistics.com/,New,"Picker, Packer, Loader, Delivery Helper",,,
Logistics company,Voyd Logistics & Manpower Services,employment_agency,+918572018966,4.9,36,"Shop No 1, Old Delhi, Opposite Maruthi Gate. 1, Old Delhi Road, Palam Vihar Extension, Gurugram Delhi NCR, Palam Vihar Extension, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=12168559508478457300&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,New,"Picker, Packer, Loader, Delivery Helper",,,
Logistics company,Global India Logistics,courier_service,+919958696470,5,99,"Shop No. 01, opp. The Royal Residency CGHS LTD, Sector 45, Gurugram, Haryana 122003, India",https://maps.google.com/?cid=5541396504032054033&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.globalindialogistics.com/,New,"Picker, Packer, Loader, Delivery Helper",,,
Logistics company,"Info, Capital & Logistics Company",shipping_service,+911242468053,4.1,10,"FF-14, Spanish Court, Block C, Palam Vihar, Sector 2, Palam Vihar, Gurugram, Haryana 122017, India",https://maps.google.com/?cid=12494018446591912330&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.icl-india.com/,New,"Picker, Packer, Loader, Delivery Helper",,,
Logistics company,INTEGRAL LOGISTICS SERVICES PVT. LTD.,shipping_service,+911244188164,3.4,5,"first floor, DLF Star tower, STS-124, NH8, EXIT 8, Sector-30, Gurugram, Haryana 122001, India",https://maps.google.com/?cid=15333496413261757357&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.ilslogistics.in/,New,"Picker, Packer, Loader, Delivery Helper",,,
Logistics company,MANN TRANSPORT & LOGISTICS SOLUTIONS,transportation_service,+919811421174,5,1,"B-33, Phase 5, Udyog Vihar, Phase III, Udyog Vihar, Sector 19, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=18087071658979086065&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://manntransport.com/,New,"Picker, Packer, Loader, Delivery Helper",,,
Logistics company,DELHI BARODA ROAD CARRIER PVT LTD,transportation_service,+911244766300,3.8,57,"480, Udyog Vihar Phase V Rd, Phase V, Udyog Vihar, Sector 19, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=17288089877380972200&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.dbrcpl.com/,New,"Picker, Packer, Loader, Delivery Helper",,,
Logistics company,Avni Logistic Door To Door Service,moving_company,+918929436492,5,22,"H.No, New Palam Vihar Transport in Gurgaon transport Gurgaon, 5, Gali Number 1, Nihali Colony, Ashok Vihar Phase III Extension, Gurugram, Haryana 122006, India",https://maps.google.com/?cid=13723263447794958962&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.avnilogisticdoortodoorservice.com/,New,"Picker, Packer, Loader, Delivery Helper",,,
Logistics company,V Power Logistics,,+919310023990,3.8,13,"Ground Floor, C 14, Phase V, Udyog Vihar, Sector 19, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=12549413181327914466&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://vpower-logistics.com/,New,"Picker, Packer, Loader, Delivery Helper",,,
Logistics company,B.M.International Pvt. Ltd.,corporate_office,+919871296505,4.6,18,"II Floor, Plot No. 123, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=18283199562849238981&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.bminternational.com/,New,"Picker, Packer, Loader, Delivery Helper",,,
Logistics company,Om Packers & Logistics,moving_company,+919650117477,4.7,72,"H.No.180, PH-3 Gali, Ashok Vihar, Gurgaon Rural, Gurugram, Haryana 122001, India",https://maps.google.com/?cid=13139699334739140154&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://ompackersandlogistics.in/,New,"Picker, Packer, Loader, Delivery Helper",,,
Logistics company,DSV,,+911247199900,4.3,9,"Bldg no 10, 3/F, DLF Cyber City, DLF Phase 2, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=12595863829559714602&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.dsv.com/en-in/,New,"Picker, Packer, Loader, Delivery Helper",,,
Distribution center,SDEC Amazon Warehouse,storage,+91180030009009,3.8,221,"TCI Supply Chain Solutions, Khasra No. 4/21, Pataudi Road, Sector 97, Gurugram, Haryana 122505, India",https://maps.google.com/?cid=8898052693156812737&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.amazon.in/,New,"Picker, Packer, Loader, Forklift Operator",,,
Distribution center,Coldverse Cold Chain - Gurugram Office,,+917486022904,5,2,"Coldverse, 336, India Accelerator, Udyog Vihar Phase 4 Rd, Phase III, Udyog Vihar, Sector 19, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=15652364905810506841&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://coldverse.in/?utm_source=GMB+organic&utm_medium=GMB,New,"Picker, Packer, Loader, Forklift Operator",,,
Distribution center,Blue Dart Express Limited,courier_service,+912240611234,2.3,144,"Vanijya Nikunj Commercial Complex, ENKAY TOWER, B1 & B2, Udyog Vihar Phase V Rd, Phase V, Udyog Vihar, Sector 19, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=17542196241658156610&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.bluedart.com/,New,"Picker, Packer, Loader, Forklift Operator",,,
Distribution center,Prozo - Corporate Office,,+919311847248,4.1,36,"Third Floor, A Wing, Enkay Tower, Plot number B&B1, Vanijya Nikunj, Phase V, Udyog Vihar, Sector 19, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=12277411846405900240&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.prozo.com/,New,"Picker, Packer, Loader, Forklift Operator",,,
Distribution center,HSIIDC Complex,government_office,+911242342613,4,109,"F3XQ+G2J Vanijya Nikunj, Shankar Chowk Rd, Phase V, Udyog Vihar, Sector 19, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=15324719001602918686&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://hsiidc.org.in/activities-and-services/infrastructure-development-industrial-estates/udyog-vihar-gurugram,New,"Picker, Packer, Loader, Forklift Operator",,,
Distribution center,C-Zentrix,service,+919311042121,4.3,94,"Phase 5, 496, Phase V, Udyog Vihar, Sector 19, Gurugram, Haryana 122001, India",https://maps.google.com/?cid=11849411543599495048&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.c-zentrix.com/?utm_source=gmb&utm_medium=google&utm_campaign=gurgaon&utm_id=01,New,"Picker, Packer, Loader, Forklift Operator",,,
Distribution center,"DLF Cyberpark, Gurugram",corporate_office,+911244568900,4.7,2632,"9th Floor, Tower C, Phase III, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=5347151250757171329&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.dlf.in/offices/gurugram/dlf-cyberpark,New,"Picker, Packer, Loader, Forklift Operator",,,
Distribution center,Post Master General,post_office,+911242451111,2.4,58,"plot no phase 5, Indian Post Complex, 450, Udyog Vihar Phase V Rd, Phase V, Udyog Vihar, Sector 19, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=9690032287748874834&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,New,"Picker, Packer, Loader, Forklift Operator",,,
Distribution center,Dorset Industries Pvt Ltd,corporate_office,+911244567890,4,245,"1st Floor, AIHP Horizon, 445, Udyog Vihar Phase V Rd, Phase V, Udyog Vihar, Sector 19, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=529226485340387696&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://dorsetindia.com/?utm_source=Google&utm_medium=Local-Listing&utm_campaign=Dorset,New,"Picker, Packer, Loader, Forklift Operator",,,
Distribution center,Globiva Services Private Limited,,+911244003857,3.6,382,"445 AIHP Horizon, Udyog Vihar Phase V Rd, Phase V, Udyog Vihar, Sector 19, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=304696102065976736&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.globiva.com/,New,"Picker, Packer, Loader, Forklift Operator",,,
Distribution center,Innovision Limited,service,+911242341602,4,156,"1st Floor, Plot no 251, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=5589158837864616580&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://innovision.co.in/,New,"Picker, Packer, Loader, Forklift Operator",,,
Distribution center,SD Global Logistics India Pvt Ltd,storage,+919354898033,4.5,15,"Plot No. 20, 2nd Floor Lane 02, Sai Enclave, near EPFO Office, Sector 23, Dwarka, New Delhi, Delhi, 110077, India",https://maps.google.com/?cid=8941687247688422867&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://sdgloballogistics.in/,New,"Picker, Packer, Loader, Forklift Operator",,,
Distribution center,Novus Tower,business_center,+911244370390,4.4,798,"18, Sub. Major Laxmi Chand Rd, Phase-4, Maruti Udyog, Sector 18, Gurugram, Haryana 122008, India",https://maps.google.com/?cid=12860180118130665870&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.novustower.in/,New,"Picker, Packer, Loader, Forklift Operator",,,
Distribution center,SpiceJet Ltd.,transportation_service,+911244983410,4,1840,"319, Udyog Vihar Phase 4 Rd, Phase III, Udyog Vihar, Sector 19, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=2311047427948290416&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.spicejet.com/,New,"Picker, Packer, Loader, Forklift Operator",,,
Distribution center,"TCI Cold Chain, Jhundsari",storage,+918930722598,4.1,224,"Pataudi Rd, Sector 97, Gurugram, Haryana 122505, India",https://maps.google.com/?cid=3465629056823224595&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://tciscs.com/,New,"Picker, Packer, Loader, Forklift Operator",,,
Distribution center,Luxe Salon Resources Pvt Ltd,manufacturer,+918595592258,4.7,14,"735, Udyog Vihar Phase V Rd, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=7363545103444475721&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://luxurysalonfurniture.com/,New,"Picker, Packer, Loader, Forklift Operator",,,
Distribution center,GRACO INDIA PVT. Ltd,corporate_office,+911246610200,4.4,84,"Plot No. 262, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=3987891999465478897&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.graco.com/,New,"Picker, Packer, Loader, Forklift Operator",,,
Distribution center,Dental Avenue India Pvt Ltd,store,+911244275999,5,60,"Dental Avenue India Private Limited, 28B, Udyog Vihar Phase V Rd, Udyog Vihar 3, Udyog Vihar, Sector 19, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=15315007404240813647&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://dentalavenueindia.com/,New,"Picker, Packer, Loader, Forklift Operator",,,
Corporate office,Baani Group - Corporate Office,corporate_office,+911244222264,4,61,"Dundahera Village, 271, Udyog Vihar II Rd, Udyog Vihar Phase 1, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=4254017879480377893&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://baani.com/,New,"Receptionist, Office Assistant, Housekeeping, Security Guard",,,
Corporate office,Eggspert corporate office,corporate_office,+918287441427,5,2,"Address, Plot No. 510, Phase V, Udyog Vihar, Sector 19, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=15637515263879041850&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,New,"Receptionist, Office Assistant, Housekeeping, Security Guard",,,
Corporate office,Bechtel India Private Limited,corporate_office,+911244098000,4.4,432,"244-245, Phase IV, Udyog Vihar, Knowledge Park, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=14971959316360296774&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.bechtel.com/,New,"Receptionist, Office Assistant, Housekeeping, Security Guard",,,
Corporate office,Tapasya Group Corporate Office,corporate_office,+918743991333,4.2,5,"281, Udyog Vihar II Rd, Udyog Vihar III, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=10139920486773115243&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://70grandwalk.com/,New,"Receptionist, Office Assistant, Housekeeping, Security Guard",,,
Corporate office,Sauch Tower,corporate_office,+911242340272,4,172,"72, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=4878016348629999208&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,New,"Receptionist, Office Assistant, Housekeeping, Security Guard",,,
Corporate office,Enkay Condominiums (Corporate Office),corporate_office,+911244043451,3.8,38,"Vanija Nikunj, Lower Ground Floor, Block-A, Phase V, Udyog Vihar, Sector 19, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=10568882427282116260&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.enkaycondominiums.com/,New,"Receptionist, Office Assistant, Housekeeping, Security Guard",,,
Corporate office,ENKAY GLOBAL,corporate_office,+911244205235,4.4,14,"150, Udyog Vihar Phase 1, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=18402086061783954015&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.enkaygroup.co.in/portfolio-posts/enkayglobal/,New,"Receptionist, Office Assistant, Housekeeping, Security Guard",,,
Corporate office,MBG Corporate Services,consultant,+918860190008,4.1,50,"356, Udyog Vihar II Rd, Phase II, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=4100013622441079678&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.mbgcorp.com/in/,New,"Receptionist, Office Assistant, Housekeeping, Security Guard",,,
Corporate office,Teleperformance Gurugram,corporate_office,+911244221050,3.9,2202,"Plot No. 512 & 513, Phase III, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=15824983613212662673&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://teleperformance.com/en-us/locations/india-site/india/,New,"Receptionist, Office Assistant, Housekeeping, Security Guard",,,
Corporate office,JUST OFFICE | Luxury Office Spaces | Built To Suit | Fully Furnished,real_estate_agency,+917840001334,4.5,35,"Plot No - 269, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=1461713799735518133&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.justoffice.co.in/,New,"Receptionist, Office Assistant, Housekeeping, Security Guard",,,
Corporate office,Walsons Facility Solutions Pvt. Ltd.,corporate_office,+911244718888,3.9,74,"496, Udyog Vihar Phase III, Udyog Vihar III, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=12576152785870817075&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.walsonsfacility.com/,New,"Receptionist, Office Assistant, Housekeeping, Security Guard",,,
Corporate office,Medicon Group,corporate_office,+911145038610,4.6,11,"2nd Floor, 270, Udyog Vihar II Rd, Phase II, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=4389165792591315598&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://medicongroupindia.com/,New,"Receptionist, Office Assistant, Housekeeping, Security Guard",,,
Corporate office,SGS Weather & Environmental Systems Pvt. Ltd.,corporate_office,+919810221199,4.7,77,"36, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=15396913446733547201&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.sgsweather.com/,New,"Receptionist, Office Assistant, Housekeeping, Security Guard",,,
Corporate office,Feedback Infra Private Limited,corporate_office,+911244169100,4.4,139,"351, Udyog Vihar II Rd, Phase II, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=4822143839147425210&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.feedbackinfra.com/,New,"Receptionist, Office Assistant, Housekeeping, Security Guard",,,
Corporate office,SoftAge Information Technology Limited,corporate_office,+919999886622,4.3,114,"204, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=8806466314826198691&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.softage.net/,New,"Receptionist, Office Assistant, Housekeeping, Security Guard",,,
Corporate office,Real Time Data Services Pvt. Ltd.,corporate_office,+911244018891,3.8,270,"809-A, Phase V, Udyog Vihar, Sector 19, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=17844860679982549255&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.myrealdata.in/,New,"Receptionist, Office Assistant, Housekeeping, Security Guard",,,
Corporate office,Neo Tangent,corporate_office,+911246149503,4.7,7,"222, Shankar Chowk Rd, Udyog Vihar Phase 1, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=7147188970129546416&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.neotangent.com/,New,"Receptionist, Office Assistant, Housekeeping, Security Guard",,,
