name,primary_type,all_types,phone,website,address,rating,reviews,status,maps_url,place_id
Rachit Babbar’s,apartment_building,apartment_building|service|point_of_interest|establishment,,,"Ansal Versalia, Sector 67, Gurugram, Haryana 122101, India",5,1,OPERATIONAL,https://maps.google.com/?cid=12755217496882337495&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJ3SEAb2kjDTkR19aEvruiA7E
3138 Ansal Versalia,apartment_building,apartment_building|service|point_of_interest|establishment,,,"G block, Ansal Versalia, Sector 67, Gurugram, Haryana 122101, India",4,1,OPERATIONAL,https://maps.google.com/?cid=320460263976545308&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJpRNIot4jDTkRHCzzhumAcgQ
Nandan Van,apartment_building,apartment_building|service|point_of_interest|establishment,,,"G block, Ansal Versalia, 3138, Golf course extension road, Sector 67, Gurugram, Haryana 122101, India",,,OPERATIONAL,https://maps.google.com/?cid=15932327373659321491&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJLUhmxX0jDTkRkzQyUFX_Gt0
Malik’s Home,apartment_complex,apartment_complex|service|point_of_interest|establishment,,,"G Block, 3137, Ansal Esencia Society Rd, Sector 67, Gurugram, Haryana 122101, India",5,5,OPERATIONAL,https://maps.google.com/?cid=12041978078426987378&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJ2V0qrq4jDTkRcnuu3UKzHac
Pamposh,apartment_building,apartment_building|service|point_of_interest|establishment,,,"93J6+552, Sector 67, Gurugram, Haryana 122101, India",,,OPERATIONAL,https://maps.google.com/?cid=14221274705728995295&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJsdiBxhcjDTkR3385UP8dXMU
3126 Vats,association_or_organization,service|association_or_organization|point_of_interest|establishment,,,"Ansal Versalia, Sector 67A, Gurugram, Haryana 122101, India",4,1,OPERATIONAL,https://maps.google.com/?cid=2888357626446992878&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJ7Wr7NQAjDTkR7tWpRPWBFSg
Rituraj 3139,association_or_organization,service|association_or_organization|point_of_interest|establishment,,,"Ansal Versalia, G Block, Sector 67, Gurugram, Haryana 122101, India",5,1,OPERATIONAL,https://maps.google.com/?cid=8090626923430908420&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJ_TsT_GIjDTkRBJJPJVKuR3A
The Shekhawati House,housing_complex,housing_complex|service|point_of_interest|establishment,,,"3128, 4th Floor, Sector 67, Gurugram, Haryana 122101, India",5,1,OPERATIONAL,https://maps.google.com/?cid=16486867596528599234&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJSZpmHFIjDTkRwkD8VboezeQ
Khatter Residence,apartment_building,apartment_building|service|point_of_interest|establishment,,,"3193, Sector 67, Gurugram, Haryana 122101, India",,,OPERATIONAL,https://maps.google.com/?cid=1563957366533981148&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJy9ucQAAjDTkR3AMdTPBKtBU
Neil's House,apartment_building,apartment_building|service|point_of_interest|establishment,,,"93J6+863, Sector 67, Gurugram, Haryana 122101, India",,,OPERATIONAL,https://maps.google.com/?cid=4077883013867127216&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJ-Q6Vl3QjDTkRsEEm3f6Mlzg
G-3135 Ansal Versalia Sector 67 Gurgaon,apartment_complex,apartment_complex|service|point_of_interest|establishment,,,"93J6+664, Sector 67, Gurugram, Haryana 122101, India",,,OPERATIONAL,https://maps.google.com/?cid=8974450295892767291&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJsf6ceAAjDTkRO3IW1f6mi3w
Chopra's Home Sector 67,association_or_organization,association_or_organization|point_of_interest|establishment,,,"Ground Floor, Ansal Esencia, C-1141, Sector 67, Gurugram, Haryana 122001, India",5,1,OPERATIONAL,https://maps.google.com/?cid=9133971168419586142&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,ChIJO26--b8jDTkRXiBPQmJiwn4
