name,category,primary_type,phone_number,website,address,rating,reviews,maps_url
Roots - Cafe in the Park,food_hospitality,cafe,9971134920,https://redcedarhospitality.com/,"Leisure Valley Rd, Near Rajiv Gandhi Park, Sector 29, Gurugram, Haryana 122009, India",4.3,6126,https://maps.google.com/?cid=18202590629100659353&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Spar Hypermarket,food_hospitality,hypermarket,8867791886,https://www.sparindia.com/en/?utm_source=GBL&utm_medium=organic,"Metro Station, MGF Metropolis Mall, Mehrauli-Gurgaon Rd, near Lower Ground, Sector 28, Maruti Housing Colony, Gurugram, Haryana 122009, India",4.2,3800,https://maps.google.com/?cid=8071595933369217833&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
AMPM Cafe & Bar,food_hospitality,cafe,9717780594,http://brighthospitality.in/am-pm.php,"DLF, R-003, Galleria Market, DLF Phase IV, Gurugram, Haryana 122002, India",4.2,3620,https://maps.google.com/?cid=18268670139697074469&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Shree Om Food Plaza,food_hospitality,north_indian_restaurant,9871496475,,"93, The National Media Centre, Sector 24, Gurugram, Haryana 122002, India",3.7,3191,https://maps.google.com/?cid=6319023909024058117&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Saltstayz Premier,food_hospitality,hotel,8800027657,https://saltstayz.com/hotels/gurgaon/saltstayz-premier-galleria-market-and-sector-27,"Plot no 200 P, Sector 27, Gurugram, Haryana 122009, India",4.8,2125,https://maps.google.com/?cid=1628512630843833247&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ReSet by plan B - sector 29,food_hospitality,lounge_bar,9990933556,,"Plot No-6, Leisure Valley Rd, near NRCTC Office, Sector 29, Gurugram, Haryana 122002, India",4.5,2069,https://maps.google.com/?cid=5822045676630651539&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Saltstayz Express - Golf Course Road & DLF Phase-1,food_hospitality,hotel,9599199605,,"Plot No. 75, Metro, Global, Foyer Mall, Golf Crse Rd, near DLF Phase-1, Sector 28, Chakkarpur, Gurugram, Haryana 122002, India",4.7,2007,https://maps.google.com/?cid=16920317736509926552&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Club Riviera by FNP Venues,food_hospitality,wedding_venue,7827812345,https://www.fnpvenues.com/wedding-venues-gurgaon/club-riviera/,"NH - 8, Golf Dr, behind the leela Hotel Ambience, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",4.5,1998,https://maps.google.com/?cid=11325007856856792892&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Pasta Bowl Company,food_hospitality,italian_restaurant,9971970077,http://www.thepastabowlcompany.com/,"2nd Floor, Crosspoint Mall, Sector 28, DLF Phase IV, Gurugram, Haryana 122009, India",4.4,1689,https://maps.google.com/?cid=17604618042406961897&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"La La Land Brew Pub, Gurgaon",food_hospitality,pub,8010950000,,"1st Floor, Global Foyer Mall, Golf Course Rd, Sector 43, Gurugram, Haryana 122009, India",4.3,1482,https://maps.google.com/?cid=10603665172913337137&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
PEHLE CHAI,food_hospitality,restaurant,7428908282,http://www.pehlechai.com/,"PLOT NO 728, SHOP NO 1, GROUND FLOOR, SANTOSH PLAZA, 2 & 3, Sushant Lok Phase I, Sector 27, Gurugram, Haryana 122001, India",4.3,1146,https://maps.google.com/?cid=1745921224197083909&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"Lime Tree Hotel Sushant Lok Gurgaon at IFFCO Metro close to Leisure Valley , Sector 29",food_hospitality,hotel,9667079001,https://www.limetreehotels.com/sushant-lok-hotel-in-gurgaon/,"A-587, Sushant Lok Phase-1 Sector -28, Gurgaon, Block A, Sushant Lok Phase I, Sector 43, Delhi NCR, Gurugram, Haryana 122009, India",4.5,1136,https://maps.google.com/?cid=12158555094538136318&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Saltstayz Premier,food_hospitality,hotel,8800012701,https://saltstayz.com/hotels/gurgaon/saltstayz-premier-golf-course-road-and-sector-42,"Plot No. 780, Golf Crse Rd, Sector 42, Gurugram, Haryana 122009, India",4.8,1085,https://maps.google.com/?cid=6612247606630129903&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Fig at MG,food_hospitality,cafe,8447102226,https://www.instagram.com/figatmgroad/,"Ground Floor, TOWER-A, Global Gateway Towers, Unit 1, Mehrauli-Gurgaon Rd, Sikanderpur, Sector 26, Gurugram, Haryana 122002, India",4.4,1028,https://maps.google.com/?cid=128419131791281617&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Aldott Boutique Hotel,food_hospitality,hotel,9811013689,http://www.thealdott.com/,"81, Moulsari Ave, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",4.5,1023,https://maps.google.com/?cid=16258023425846428993&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Pour and Palate | Coffee and Cuisine,food_hospitality,cafe,8527888903,https://pourandpalate.com/,"1st Floor, B-65, opposite Vipul Square, Sushant Lok Phase I, Sector 43, Gurugram, Haryana 122002, India",4.8,925,https://maps.google.com/?cid=12964690226623013793&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
STORY Club and Lounge,food_hospitality,association_or_organization,9654245577,https://www.instagram.com/storyclubgurgaon/,"The Westin, 1, Mehrauli-Gurgaon Rd, Sector 29, Gurugram, New Delhi, Haryana 122009, India",4.3,820,https://maps.google.com/?cid=14071336953442378773&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Ahuja Residency DLF Phase-II,food_hospitality,guest_house,9289097564,https://ahujaresidences.com/hotels/ahuja-residency-dlf-phase-2/?utm_source=Google&utm_medium=GMB,"N3/36, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",4.6,807,https://maps.google.com/?cid=15229236252904847984&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
KFC,food_hospitality,restaurant,7942726339,https://restaurants.kfc.co.in/kfc-kfc-arjangarh-metro-restaurants-arjangarh-new-delhi-327221/Home?utm_source=locator&utm_medium=googleplaces,"Shop No 1 Metro Station Gate No 2, Arjan Garh, Aya Nagar, New Delhi, Delhi 110047, India",4.8,741,https://maps.google.com/?cid=11528819486501381528&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Tavisha Villa Golf Course Road MG road Gurgaon,food_hospitality,guest_house,9999393158,http://www.tavishahotels.com/,"18, H-34 Rd, Block H, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",4,543,https://maps.google.com/?cid=17582597063564712555&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Effingut Brewpub Gurugram - India's most loved craft brew pub,food_hospitality,brewery,9211455592,https://effingut.com/shop/,"2nd Floor, Golf Avenue 42, Golf Course Rd, Sector 42, Gurugram, Haryana 122009, India",4.4,522,https://maps.google.com/?cid=12960651888924109387&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
RYBA -Turkish & Middle Eastern Kitchen,food_hospitality,turkish_restaurant,9810543308,https://www.instagram.com/ryba.gurgaon/,"204, 2nd floor, Crosspoint Mall, Sector 28, DLF Phase IV, Gurugram, Haryana 122009, India",4.6,486,https://maps.google.com/?cid=11673415144395522255&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Burger Singh | Sushant Lok | Gurugram,food_hospitality,fast_food_restaurant,8767121212,https://burgersinghonline.com/,"Shop UG-8, District Centre Point Building, Sushant Lok 1 Rd, Phase 1, Block A, Sushant Lok Phase I, Sector 43, Gurugram, Haryana 122009, India",4,455,https://maps.google.com/?cid=17839890704102748836&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Draavin Canteen,food_hospitality,south_indian_restaurant,9220635151,https://www.draavincanteen.com/,"Draavin Canteen, Ground Floor 01, DLF Downtown 2, Ambience Island, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",4.7,440,https://maps.google.com/?cid=713221448470713844&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
KOCA,food_hospitality,restaurant,8448184111,https://kocaofficial.com/,"SCO4-7, Golf Avenue 42, Golf Course Rd, Sector 42, Gurugram, Haryana 122009, India",4.4,438,https://maps.google.com/?cid=2299398458542547363&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Coffee Island | HQ27,food_hospitality,coffee_shop,8882151799,http://www.coffeeisland.in/,"HQ27 661, @, B Block Dr, Sushant Lok Phase I, Sector 43, Gurugram, Haryana 122009, India",4.8,437,https://maps.google.com/?cid=16070148152172232090&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Prego,food_hospitality,italian_restaurant,7290013903,http://www.westingurgaon.com/dining-prego,"The Westin, 1, Mehrauli-Gurgaon Rd, Sector 29, Gurugram, New Delhi, Haryana 122002, India",4.2,403,https://maps.google.com/?cid=15525967865706641838&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Siris 18,food_hospitality,hotel,9818007965,,"18, Siris Rd, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",3.9,398,https://maps.google.com/?cid=13936441789979429255&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Diya - The Leela Ambience Gurugram,food_hospitality,restaurant,9717596088,https://www.theleela.com/the-leela-ambience-gurugram-hotel-residences/restaurants/diya?utm_source=GMBlisting&utm_medium=organic&utm_campaign=gbp-leela-ambience-hotel-residences-gurugram-diya&utm_content=restaurant-website-click,"The Leela Ambience, 8, National Highway, Ambience Island, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",4.4,367,https://maps.google.com/?cid=376657340641269920&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Kaze Living,food_hospitality,grocery_store,9568372538,https://kazeliving.com/,"21B, Sector 18, Gurugram, Haryana 122015, India",3.6,359,https://maps.google.com/?cid=14718474998049987660&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Enkay Residency V Block,food_hospitality,lodging,9667984441,http://www.enkayresidency.com/,"V-39/18 & 19, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",4.2,353,https://maps.google.com/?cid=14663836967261945784&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
EEST,food_hospitality,restaurant,7290013904,https://www.marriott.com/hotels/hotel-information/restaurant/details/delwi-the-westin-gurgaon-new-delhi/5968748/,"First floor, The Westin, 1, Mehrauli-Gurgaon Rd, above lobby level, Sector 29, Gurugram, New Delhi, Haryana 122002, India",4.3,328,https://maps.google.com/?cid=16219208140577068349&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Woodbury,food_hospitality,hotel,9999071320,http://thewoodbury.in/,"1, Kusum Marg, G Block, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",4.5,319,https://maps.google.com/?cid=12687338478839678924&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Koaster BYOB,food_hospitality,bar_and_grill,9990905917,,"Peepal Chowk, Phase V, Udyog Vihar, Sector 19, Gurugram, Haryana 122016, India",3.9,293,https://maps.google.com/?cid=8545062311095087583&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Empire,food_hospitality,bar,9015756778,https://www.socialgoat.in/nightlife/Delhi-NCR/outlet/Suburbia-The-Empire-MGF-Metropolitan-Mall,"Mehrauli-Gurgaon Rd, DLF Phase 2, Sector 25, Gurugram, Haryana 122009, India",3.9,289,https://maps.google.com/?cid=8100147574535301581&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
FabHotel Rivlet Residency,food_hospitality,hotel,7042424242,https://www.fabhotels.com/hotels-in-gurgaon/fabhotel-rivlet-premium-iii.html?utm_source=GMB&utm_medium=organic&utm_campaign=GMB_Traffic,"37, Siris Rd, T Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",4.6,287,https://maps.google.com/?cid=17243364627167371360&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
MISO,food_hospitality,korean_restaurant,9958813906,,"Unit 201D, Second Floor, Global Foyer Mall, Golf Course Rd, Sector 43, Gurugram, Haryana 122009, India",4.3,275,https://maps.google.com/?cid=9446178771227511533&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Perch Service Apartment - MG Road,food_hospitality,lodging,8448444240,https://www.theperch.in/properties/perch-service-apartment-mg-road,"A-603, Block A, Sushant Lok Phase I, Sector 43, Gurugram, Haryana 122002, India",4.7,266,https://maps.google.com/?cid=5498924732262242745&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"Bedchambers Serviced Apartments, DLF Cybercity Gurgaon",food_hospitality,lodging,8588888655,https://bedchambers.in/Apartments/bedchambers-serviced-apartments-dlf-cybercity-gurgaon/,"V40, 1, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",4.9,265,https://maps.google.com/?cid=4838707718266024628&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Gurugram Bakery,food_hospitality,cake_shop,9971219608,,"637, Sector 28, Maruti Housing Colony, Gurugram, Haryana 122002, India",4.9,247,https://maps.google.com/?cid=7323026642162519076&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Eternal Oasis Gurugram,food_hospitality,cultural_center,7982883571,https://www.eternaloasis.org/,"Landmark, Eternal Oasis, 591A, Sector 42 Main Rd, opposite Shiv Nadar School, Sector 42, Gurugram, Haryana 122002, India",4.5,226,https://maps.google.com/?cid=13016546619902040687&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Essel Prime (Essel Tower Club),food_hospitality,association_or_organization,9911114258,http://www.siyaevent.com/,"229, Indian Airlines Pilots Society, Sushant Lok Phase I, Gurugram, Haryana 122009, India",4.1,226,https://maps.google.com/?cid=16709182036653269725&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Hotel Gracia Golf by SAAVI Hotel,food_hospitality,hotel,7290006494,http://saavihotels.com/,"545, Off, Golf Course Rd, Sector 43, Gurugram, Haryana 122002, India",3.8,204,https://maps.google.com/?cid=2467949711724443147&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Balaji Store,food_hospitality,supermarket,8860466640,,"Vakil market, Chanderlok, DLF City IV, Gurugram, Haryana 122002, India",4.4,199,https://maps.google.com/?cid=5504128005369874923&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Fun Station golf course road,food_hospitality,cafe,9871864446,,"Golf Course Road, Block F4, 1, Block F, DLF Phase 1, Sector 26A, Gurugram, Haryana 122002, India",3.9,194,https://maps.google.com/?cid=7087056372276358930&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Green Chick Chop,food_hospitality,butcher_shop,9717333001,https://greenchickchopindia.com/,"Shop no 2,MG Road, 100m from Air Force Station, Arjan Garh, Aya Nagar, New Delhi, Delhi 110047, India",4,192,https://maps.google.com/?cid=6788551894988555727&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"Chai Point - Narayana Hospital, Gurugram",food_hospitality,cafe,8880141000,https://shop.chaipoint.com/?utm_source=gmb&utm_medium=organic&utm_campaign=sulekhapromanage-chai-point,"No 3201, Narayana Hospital, Ground Floor Block V, DLF Phase - III, Nathupur, Sector 24, Gurugram, Haryana 122010, India",4.8,184,https://maps.google.com/?cid=2362160453426684230&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Red Hot Cafe,food_hospitality,restaurant,9811837421,,"UG-1, Centre Point Mall, Sushant Lok Phase I, UG 1, near IFCCO Metro Station, Sector 28, Sushant Lok Phase I, Sector 43, Gurugram, Haryana 122009, India",4,179,https://maps.google.com/?cid=225329197280517838&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Zolo Breeze Co-Living | Redefining PG,food_hospitality,service,8880108010,https://zolostays.com/pg-hostel-near-DLF-Phase-3-in-Gurugram-for-couple-Zolo-Breeze-ZGG007,"Khasra No. 342, Near, T29, 10 Road, opposite Hanuman Mandir, Nathupur, Sector 24, Gurugram, Haryana 122002, India",3.9,178,https://maps.google.com/?cid=9260091132718659558&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Pragya Pizza Express,food_hospitality,food_court,6200359350,,"NH8, DLF Phase 2, Sector 18, Shahpur, Gurugram, Haryana 122015, India",5,177,https://maps.google.com/?cid=1720003481886901133&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Modern Zen Spa & Lounge | Premium Spa,food_hospitality,spa,9821400437,https://modernzenspa.com/,"6101, 2nd Floor, near super Mart 1, opposite Tower-R, DLF Phase IV, Gurugram, Haryana 122009, India",4.8,170,https://maps.google.com/?cid=4805025183536657589&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
AAFARIN- Pure afghan dry fruits,food_hospitality,food_store,8130900116,https://www.aafarindryfruits.com/,"LG FLOOR, Ambience Mall, inside SMART BAZAAR, Ambience Island, DLF Phase 3, Sector 24, Gurugram, Haryana 122001, India",5,168,https://maps.google.com/?cid=13443096407132274932&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Restin Hotel - Golf Course Road & DLF Phase I,food_hospitality,hotel,9953505741,,"Plot No 124, Sector 27, Gurugram, Haryana 122009, India",5,164,https://maps.google.com/?cid=2906854345149860876&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Bed & Oats,food_hospitality,bed_and_breakfast,9773770290,,"34, G - 19 Rd, G Block, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",4.4,154,https://maps.google.com/?cid=11304528446602394781&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
BrownBricks Apartments,food_hospitality,lodging,9555034206,,"30, V-20, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",4.6,152,https://maps.google.com/?cid=13839298595074884350&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Mama Da Dhaba,food_hospitality,indian_restaurant,9968356886,,"Phase V, Udyog Vihar, Sector 19, Gurugram, Haryana 122016, India",4.1,152,https://maps.google.com/?cid=11137089458498549806&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
C.B.S. Akash Health Club,food_hospitality,gym,9582261309,,"F3RX+R9X, , near primary school, CBS, , , , 122002, India",3.9,149,https://maps.google.com/?cid=6793889674815729688&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
X Live,food_hospitality,night_club,8448444679,,"8th Floor, Global Foyer Mall, Sector 43, Gurugram, Haryana 122009, India",3.9,141,https://maps.google.com/?cid=832375885934522853&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Korner 27,food_hospitality,bar,9205700432,https://www.facebook.com/bibulouslounge,"No 603, Hamilton Ct Rd, near Bestech Centre Point, Block A, Sushant Lok Phase I, Sector 43, Gurugram, Haryana 122009, India",4.5,135,https://maps.google.com/?cid=9287801543140058878&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Harley's Ivory Lounge - Gurgaon,food_hospitality,bakery,7396940777,https://www.harleys.com/,"76 C, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",4.9,134,https://maps.google.com/?cid=1885947141153248516&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
not JUST paranthas,food_hospitality,restaurant,9811636780,https://www.notjustparanthas.in/,"Hamilton Ct Rd, Sector 28, DLF City IV, Gurugram, Haryana 122009, India",4.5,129,https://maps.google.com/?cid=14076025624771521933&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
HENXS CAFE,food_hospitality,cafe,9310723545,,"Building, 18,19, Street, no - 15, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",4.8,129,https://maps.google.com/?cid=4124703520509674264&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Systumm Cafe,food_hospitality,cafe,9650374445,https://instagram.com/systummcafe,"Road, near Hamilton Court Galleria Market, DLF Phase IV, Sector 27, Gurugram, Haryana 122009, India",4.8,127,https://maps.google.com/?cid=5692801181464623106&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
School For European Pastry & Culinary Arts,food_hospitality,,9833043063,https://sep.in.net/gurugram/,"784, Phase V, HSIIDC, Sector 19, Gurugram, Haryana 122016, India",5,127,https://maps.google.com/?cid=4513107325639872815&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Cake Studio by Menakshi,food_hospitality,bakery,9910489454,https://thecakestudiobymenakshi.com/,"Beverly Park-1, 608, Mehrauli-Gurgaon Rd, Sector 28, Sushant Lok Phase I, Gurugram, Haryana 122002, India",4.9,125,https://maps.google.com/?cid=481846792349986150&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Terre,food_hospitality,bar_and_grill,9718122700,http://terre.co.in/,"Terre, Hamilton Ct Rd, near Bestech Centre Point, Block A, near IFFICO Metro Station, Sector 28, Sushant Lok Phase I, Sector 43, Gurugram, Haryana 122009, India",4.1,124,https://maps.google.com/?cid=7427866626214906869&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
MYRA CAFE,food_hospitality,fast_food_restaurant,9650027127,http://myracafe.com/?utm_source=gmb&utm_medium=referral,"Sewa Corporate Park, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",4.8,119,https://maps.google.com/?cid=12599935626647080246&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
37 @ SIRIS ROAD,food_hospitality,hotel,9810500332,http://www.37sirisroad.com/,"Block T, 37, Siris Rd, near City Club, T Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",4.2,117,https://maps.google.com/?cid=6230928968931805709&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Gulmi Kitchen,food_hospitality,restaurant,8851471661,,"V22/2, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",4.8,117,https://maps.google.com/?cid=2959184079607447948&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Karma- A Unit of Lockup,food_hospitality,restaurant,9582204219,,"F3MW+WC7, Mehrauli-Gurgaon Rd, Sikanderpur, Nathupur, Sector 24, Gurugram, Haryana 122002, India",3.8,116,https://maps.google.com/?cid=7926934873613503373&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Kachori Kaka,food_hospitality,restaurant,8826000547,https://oldschoolfoods.in/,"Street No. 69, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",4.8,114,https://maps.google.com/?cid=15181974917113145164&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Craftevent.in,food_hospitality,service,8920392184,http://www.victoryawnigscanopy.com/,"B-63(2nd floor, Sushant Lok Phase I, phase1, Gurugram, Haryana 122009, India",5,104,https://maps.google.com/?cid=3012491952115293311&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
